user_profile_id,history_interest,museum_interest,art_interest,architecture_interest,photography_interest,nature_interest,gastronomy_interest,shopping_interest,religious_interest,budget_level,max_entry_fee,free_place_preference,rainy_weather,hot_weather,tempo,preferred_visit_time,family_friendly_required
720,6,5,1,4,6,5,4,10,0,low,11,10,False,False,normal,morning,False
721,4,1,2,2,9,5,10,0,8,medium,25,7,False,True,fast,morning,False
722,1,6,7,6,1,8,2,4,2,low,13,9,True,False,normal,afternoon,True
723,6,3,6,8,6,1,4,5,1,low,13,9,False,False,slow,any,False
724,1,2,2,5,9,9,3,2,3,medium,28,3,False,False,slow,morning,False
725,8,1,5,5,9,2,6,2,0,low,11,8,False,False,slow,afternoon,False
726,1,8,2,5,3,5,4,3,7,medium,27,8,False,False,fast,night,False
727,0,9,2,4,2,3,2,0,3,low,6,8,False,False,slow,sunset,False
728,1,9,4,9,4,4,6,2,7,low,6,8,False,False,slow,evening,True
729,3,2,2,8,5,5,2,9,4,medium,15,4,True,False,normal,morning,True
730,10,0,4,6,6,9,6,4,10,low,10,6,False,False,slow,evening,False
731,5,8,6,0,10,6,2,10,3,high,54,5,False,True,normal,morning,False
732,9,0,4,10,0,0,8,2,3,low,8,10,False,False,normal,evening,False
733,6,8,8,2,1,7,0,4,4,high,40,6,True,False,fast,sunset,False
734,1,3,9,8,1,6,2,0,8,high,91,0,False,False,normal,evening,False
735,10,3,1,1,6,3,4,7,0,high,99,4,False,True,slow,any,False
736,1,1,0,9,3,9,4,0,10,free,0,9,False,False,normal,night,False
737,5,0,5,10,10,0,2,5,5,high,40,1,False,True,fast,afternoon,True
738,8,6,5,5,2,2,4,3,8,medium,20,7,False,False,slow,any,False
739,0,3,8,2,3,5,2,6,2,medium,15,3,False,False,fast,sunset,False
740,3,6,4,5,4,1,1,0,7,low,8,6,False,True,slow,morning,False
741,4,6,7,2,3,3,9,8,2,medium,26,7,False,True,normal,sunset,False
742,4,1,6,8,1,5,0,5,0,medium,24,7,True,True,fast,evening,False
743,6,1,2,3,9,5,1,4,7,medium,27,8,True,True,fast,any,True
744,3,2,7,4,3,3,6,2,1,medium,33,6,False,True,normal,afternoon,True
745,2,1,2,2,6,10,6,4,10,medium,25,7,False,False,normal,any,False
746,3,6,0,7,4,5,2,1,6,low,12,9,False,False,slow,night,True
747,5,1,7,8,5,5,9,4,4,medium,33,7,False,False,normal,any,False
748,0,8,8,6,6,8,4,4,3,high,70,0,False,False,normal,sunset,False
749,1,5,2,0,0,9,5,9,1,high,43,0,False,True,normal,any,False
750,6,1,5,3,3,4,8,1,6,low,8,8,True,False,normal,afternoon,False
751,1,5,2,6,2,0,5,7,4,low,6,10,False,False,normal,any,False
752,6,9,9,0,3,6,2,0,5,medium,33,4,False,False,slow,evening,True
753,5,9,1,6,6,5,3,6,5,high,88,0,False,False,normal,evening,False
754,3,5,6,2,2,7,0,0,10,low,12,7,False,False,fast,evening,False
755,7,4,6,6,5,0,7,0,8,low,15,10,False,False,normal,any,False
756,10,6,6,5,5,6,3,5,7,low,7,6,False,False,normal,morning,True
757,6,5,2,2,8,9,3,6,0,low,15,8,False,True,normal,sunset,False
758,6,1,6,3,6,7,9,2,8,low,9,6,False,True,normal,afternoon,False
759,6,5,3,9,9,6,3,2,6,low,7,8,True,True,normal,afternoon,False
760,3,4,7,1,0,0,5,4,10,high,53,5,False,False,fast,morning,False
761,1,10,7,1,8,5,2,0,3,low,8,7,False,False,slow,any,False
762,6,3,3,4,4,4,1,10,1,medium,33,6,False,False,slow,evening,False
763,2,2,1,2,9,0,8,2,6,medium,22,7,False,True,slow,night,False
764,6,8,5,2,5,8,10,2,4,medium,29,7,False,False,fast,night,True
765,9,3,6,5,1,0,5,2,7,high,70,4,False,False,fast,afternoon,False
766,1,5,3,2,4,5,9,2,1,medium,31,6,True,False,normal,any,True
767,7,6,0,4,7,10,5,1,5,low,14,7,False,True,slow,evening,False
768,4,5,5,3,6,3,10,5,3,low,10,7,True,False,normal,sunset,False
769,3,1,1,2,7,2,3,6,0,medium,15,7,True,False,normal,any,True
770,10,2,7,6,4,4,2,6,7,high,59,5,False,True,fast,any,False
771,4,1,3,5,6,8,4,1,6,medium,15,7,True,False,slow,night,False
772,2,8,4,4,8,0,3,1,4,low,14,8,False,False,normal,morning,False
773,0,2,1,2,1,1,6,3,8,medium,16,5,True,False,normal,sunset,False
774,5,9,4,4,4,10,6,4,8,low,7,9,False,True,normal,morning,False
775,7,2,4,3,4,3,2,10,6,medium,16,7,False,True,fast,sunset,False
776,2,5,7,4,0,7,2,3,8,low,13,6,False,False,normal,afternoon,False
777,7,10,1,1,5,9,0,5,1,medium,33,8,False,True,normal,sunset,True
778,9,1,3,8,2,6,3,0,1,low,8,10,False,False,normal,afternoon,False
779,5,2,3,7,10,10,3,2,6,high,97,2,False,False,normal,evening,False
780,0,7,1,10,0,8,4,2,1,high,67,5,False,False,normal,any,False
781,3,8,0,4,6,3,1,1,7,medium,18,3,False,False,fast,evening,False
782,4,2,3,5,1,3,7,5,4,medium,21,4,False,True,fast,any,False
783,3,1,7,3,3,8,2,4,0,low,15,7,False,False,fast,morning,False
784,1,1,4,2,7,0,5,7,10,medium,15,7,False,False,normal,any,False
785,7,4,0,10,6,4,0,6,8,medium,16,7,False,True,slow,morning,False
786,3,5,1,5,10,4,9,2,5,medium,19,6,False,False,fast,afternoon,True
787,2,5,7,3,9,1,0,3,3,medium,32,4,False,True,normal,any,False
788,3,3,3,2,2,2,5,10,8,medium,21,4,False,True,fast,sunset,False
789,6,6,6,3,9,9,1,10,1,medium,32,8,False,False,slow,sunset,False
790,2,4,1,10,4,3,1,3,0,medium,27,7,False,True,normal,afternoon,True
791,3,2,10,8,6,5,1,6,3,low,14,10,False,False,normal,evening,True
792,9,6,0,2,2,1,5,1,1,low,6,8,False,False,slow,morning,False
793,2,0,6,4,8,1,1,3,0,medium,34,6,True,False,normal,night,False
794,5,8,3,0,6,0,1,3,3,low,7,6,False,False,normal,morning,False
795,9,2,0,2,0,1,1,9,5,low,7,6,False,False,normal,night,False
796,6,10,0,4,10,8,2,6,2,low,9,10,False,True,normal,any,False
797,3,2,0,9,10,5,0,2,7,low,14,6,False,True,normal,sunset,False
798,5,3,2,2,10,3,5,2,1,high,68,4,True,True,fast,morning,False
799,8,7,1,0,1,9,0,1,4,medium,17,3,True,True,slow,sunset,False
800,5,6,2,6,5,0,4,7,0,medium,21,8,False,True,normal,any,False
801,7,3,2,8,3,6,1,5,10,medium,20,6,False,False,slow,any,True
802,1,8,2,1,4,4,1,5,0,medium,17,4,True,False,slow,any,False
803,5,2,1,3,9,6,9,5,8,medium,35,8,False,False,fast,any,False
804,10,0,5,5,0,2,9,5,7,medium,25,6,False,False,normal,any,False
805,1,0,5,9,10,3,3,2,10,medium,29,6,True,False,normal,night,False
806,3,2,7,3,6,6,8,1,4,high,62,0,True,False,normal,any,False
807,6,6,4,2,8,1,3,4,5,medium,28,4,False,False,normal,any,False
808,1,10,6,1,10,3,0,9,5,low,15,8,False,False,fast,any,False
809,4,3,7,0,3,9,3,8,1,high,64,6,False,False,slow,morning,False
810,1,2,6,8,5,8,6,6,1,medium,30,3,False,False,normal,any,False
811,5,2,0,3,10,6,1,9,8,low,5,9,False,False,normal,sunset,False
812,2,3,2,4,8,6,6,5,1,high,50,2,False,False,fast,evening,False
813,9,2,1,1,2,0,7,5,5,medium,17,5,False,False,fast,afternoon,False
814,9,3,2,1,5,10,2,8,4,low,5,6,True,False,normal,any,False
815,10,5,2,3,1,2,4,6,7,medium,25,7,False,True,normal,evening,False
816,1,8,0,4,1,5,1,0,9,high,78,0,False,False,normal,afternoon,False
817,6,0,8,3,8,0,9,1,1,free,0,8,False,False,normal,any,False
818,4,2,9,3,6,5,5,3,0,medium,24,6,True,False,normal,any,True
819,1,4,3,7,2,5,0,4,2,medium,20,6,False,False,slow,evening,False
820,6,8,6,4,2,9,8,2,2,low,15,8,False,False,slow,evening,False
821,0,0,10,6,0,5,6,1,1,medium,24,8,False,False,slow,morning,True
822,4,7,2,7,8,6,1,6,2,low,11,8,False,False,slow,night,False
823,7,0,6,7,7,6,0,2,0,low,11,10,False,True,normal,afternoon,False
824,3,7,9,6,0,7,2,1,2,medium,21,3,False,False,normal,any,False
825,7,0,8,3,6,4,5,4,2,low,14,9,True,False,fast,morning,False
826,3,6,3,3,1,0,4,7,5,free,0,10,False,False,slow,any,False
827,5,3,6,7,5,0,6,4,6,high,97,6,False,False,fast,morning,False
828,2,5,9,5,4,4,1,9,5,medium,28,4,False,False,slow,evening,True
829,3,0,9,1,2,2,10,10,6,medium,20,3,False,False,slow,any,False
830,6,1,10,0,6,3,7,4,7,medium,33,3,False,False,slow,evening,False
831,2,9,4,3,4,5,6,10,1,medium,28,8,False,True,normal,morning,False
832,7,3,1,0,5,2,1,6,3,low,8,10,False,False,fast,any,False
833,6,6,7,0,2,3,0,3,2,medium,15,8,False,False,normal,any,False
834,7,3,2,2,0,2,5,10,6,medium,32,3,False,False,slow,night,False
835,0,3,6,0,3,2,7,0,1,medium,35,3,False,False,fast,night,True
836,1,4,3,0,0,5,1,7,10,free,0,9,False,False,slow,afternoon,False
837,1,10,2,6,1,0,2,9,3,low,7,6,True,False,fast,evening,False
838,0,2,1,1,2,6,10,1,5,medium,18,3,True,True,slow,afternoon,True
839,0,5,4,5,2,7,10,3,0,low,13,9,True,True,slow,evening,False
840,7,1,7,8,5,1,3,5,4,low,9,9,True,False,fast,morning,False
841,1,2,1,10,0,2,0,4,6,free,0,10,False,False,slow,any,True
842,5,3,3,10,1,0,1,3,7,low,7,10,True,False,normal,night,True
843,5,6,3,9,1,6,2,3,0,medium,16,5,False,True,normal,night,False
844,4,6,10,8,1,4,4,2,10,medium,28,7,True,True,fast,sunset,True
845,10,2,10,5,6,9,2,6,4,medium,24,6,False,False,slow,evening,False
846,0,5,10,2,4,4,4,7,9,medium,23,5,False,True,slow,any,True
847,2,1,6,2,4,10,2,2,4,medium,21,7,False,True,slow,any,False
848,1,6,3,4,4,8,0,5,9,medium,21,7,False,False,fast,afternoon,False
849,3,5,2,4,3,4,9,1,2,medium,23,3,False,False,slow,any,True
850,4,4,6,2,4,4,3,8,9,free,0,10,False,False,normal,morning,True
851,2,7,0,6,0,2,0,4,4,low,6,9,False,False,normal,any,False
852,1,1,1,9,9,6,1,1,7,medium,25,4,True,False,normal,afternoon,True
853,4,9,6,3,0,0,1,6,3,low,12,10,True,True,fast,any,True
854,3,1,1,0,6,0,10,5,10,medium,27,7,False,True,slow,any,False
855,2,0,3,4,4,10,6,3,8,low,6,10,False,False,fast,morning,True
856,1,5,2,1,10,4,10,0,5,high,66,5,False,False,slow,morning,False
857,10,5,3,3,0,3,2,9,1,low,9,9,True,True,normal,afternoon,False
858,10,2,0,6,1,0,5,1,0,medium,32,3,False,False,normal,any,True
859,1,3,9,1,7,1,6,0,4,free,0,9,False,False,slow,any,False
860,0,7,2,6,6,1,4,0,6,medium,26,8,True,False,fast,evening,False
861,4,6,0,4,7,3,1,1,0,medium,19,4,False,False,normal,any,True
862,5,8,1,5,4,6,0,0,3,low,9,9,False,False,slow,afternoon,False
863,4,4,5,6,5,10,9,10,1,medium,30,4,False,True,normal,morning,False
864,2,2,0,9,3,1,7,1,10,medium,19,6,False,False,normal,afternoon,False
865,0,1,10,2,3,3,3,5,3,low,8,9,True,False,fast,any,False
866,2,0,2,3,10,5,6,3,0,medium,26,7,False,True,slow,sunset,True
867,4,1,0,7,8,5,5,4,2,free,0,10,False,True,normal,evening,False
868,0,6,7,3,10,10,6,4,0,medium,32,8,False,False,slow,any,False
869,1,1,6,1,7,4,3,9,3,low,5,8,True,True,normal,any,False
870,4,4,2,1,0,0,8,6,0,low,12,6,False,False,fast,evening,True
871,5,2,6,3,9,9,5,9,4,low,15,10,False,True,normal,sunset,True
872,3,2,2,4,2,3,10,0,4,low,9,6,False,False,slow,any,False
873,5,9,10,5,3,3,4,2,2,free,0,10,False,False,fast,any,False
874,1,3,3,0,2,2,7,2,8,medium,30,6,False,False,slow,any,False
875,1,4,2,4,3,7,0,0,0,medium,15,4,False,False,fast,night,False
876,10,1,7,1,2,6,2,9,5,medium,16,4,False,False,fast,afternoon,False
877,8,3,6,10,0,2,9,4,6,medium,34,5,True,False,slow,any,False
878,1,9,0,3,9,5,1,10,6,medium,31,5,False,False,normal,sunset,True
879,1,3,1,8,0,7,0,4,0,low,12,7,True,True,slow,evening,False
880,0,5,5,9,5,1,10,7,2,low,8,8,True,True,slow,any,True
881,6,5,6,2,3,1,9,10,5,low,14,7,True,False,slow,morning,False
882,8,1,10,2,1,5,1,3,0,medium,35,5,False,False,normal,any,False
883,2,9,4,10,4,4,4,4,8,medium,16,6,False,False,normal,night,False
884,10,4,5,6,0,10,6,3,3,high,64,2,False,True,normal,sunset,False
885,3,2,0,4,8,0,1,6,3,low,5,9,True,True,slow,afternoon,False
886,7,3,4,1,9,6,0,6,1,high,84,4,False,True,normal,any,False
887,0,0,1,9,1,5,2,9,3,low,11,7,False,False,slow,any,False
888,8,7,6,0,1,0,6,6,9,high,49,6,False,True,slow,evening,False
889,5,4,2,6,0,2,6,7,2,low,8,10,False,False,slow,afternoon,False
890,1,8,2,1,4,6,5,4,1,medium,35,5,True,False,slow,morning,False
891,1,4,10,7,5,1,6,5,6,medium,29,6,False,False,slow,any,True
892,9,5,2,3,5,7,2,6,10,free,0,10,False,False,normal,morning,False
893,6,7,6,6,9,8,2,4,6,medium,16,3,True,False,slow,any,False
894,2,6,10,0,9,0,3,2,5,low,5,6,False,False,normal,sunset,False
895,7,9,6,2,2,7,1,4,1,medium,17,4,True,False,slow,evening,False
896,4,6,5,4,2,4,5,2,7,high,40,2,False,False,normal,any,True
897,4,7,0,3,0,3,6,2,3,medium,23,4,False,False,slow,any,True
898,8,8,1,8,3,0,5,4,2,medium,21,6,False,True,fast,evening,True
899,3,10,4,2,9,8,4,6,0,medium,23,8,False,True,fast,afternoon,False
900,5,4,7,5,1,1,7,1,8,medium,17,8,False,False,normal,any,True
901,6,7,3,0,2,1,3,1,1,medium,18,5,False,False,normal,evening,False
902,1,3,9,1,6,5,6,5,1,medium,23,6,True,True,normal,any,False
903,4,2,1,3,0,2,1,9,2,low,5,9,False,False,normal,any,False
904,6,3,3,9,8,3,1,3,1,free,0,10,False,True,slow,afternoon,False
905,5,2,4,2,7,2,6,5,4,medium,27,3,True,False,fast,sunset,False
906,6,4,4,6,4,1,5,3,7,low,5,8,False,False,normal,any,False
907,5,9,5,6,3,2,5,6,2,medium,35,6,False,False,normal,morning,False
908,0,6,9,9,3,6,1,4,9,medium,28,7,True,True,normal,any,False
909,3,3,4,7,0,5,4,3,5,low,8,7,False,True,fast,afternoon,True
910,0,2,1,7,0,6,2,8,0,medium,23,7,True,False,normal,night,False
911,2,0,0,4,4,1,9,0,3,medium,26,6,False,True,normal,night,False
912,6,8,1,7,8,1,6,1,1,low,12,6,False,True,fast,any,False
913,5,6,6,2,6,10,1,5,0,medium,20,6,False,True,fast,any,False
914,6,8,1,0,1,3,0,3,8,medium,20,5,False,False,slow,afternoon,False
915,6,8,3,3,1,10,2,9,2,medium,15,4,False,False,normal,night,False
916,0,1,7,4,3,3,5,4,5,medium,19,3,False,False,fast,any,False
917,4,7,2,4,4,0,2,9,9,medium,20,3,False,False,fast,sunset,True
918,3,7,10,5,7,5,6,2,3,low,9,8,True,False,slow,evening,False
919,8,7,7,5,1,3,6,0,3,medium,32,8,False,False,normal,afternoon,False
920,5,0,6,4,5,9,9,2,1,free,0,10,False,False,normal,afternoon,False
921,6,6,9,4,4,6,0,2,3,medium,31,6,False,True,fast,evening,False
922,0,2,5,4,2,8,3,3,7,low,7,8,False,False,normal,any,False
923,5,0,4,5,0,5,10,0,3,low,11,10,False,False,normal,evening,True
924,0,7,9,6,0,0,6,3,9,medium,18,7,False,False,normal,evening,False
925,1,4,8,10,5,6,1,7,3,low,7,6,True,False,normal,evening,False
926,1,0,8,3,8,2,10,1,0,low,9,6,False,True,normal,night,False
927,6,2,6,2,6,7,1,3,6,low,15,8,False,False,normal,night,False
928,3,10,2,3,6,2,6,2,4,medium,31,7,False,True,fast,any,True
929,2,2,8,3,4,6,7,5,9,free,0,9,False,False,fast,evening,False
930,0,3,5,1,8,7,0,7,5,medium,31,6,False,False,normal,afternoon,True
931,1,8,3,9,1,0,3,7,5,free,0,10,False,False,slow,night,True
932,8,1,6,0,6,0,7,9,6,medium,32,4,False,False,fast,evening,False
933,2,6,4,0,10,7,4,8,3,low,10,7,False,True,normal,sunset,False
934,2,8,1,3,10,2,6,0,8,medium,28,4,True,False,slow,afternoon,False
935,3,2,2,9,3,0,0,2,0,medium,24,4,False,False,normal,sunset,False
936,3,3,3,7,4,5,0,7,5,low,5,6,False,False,fast,sunset,False
937,10,8,5,3,0,2,5,1,0,high,62,2,False,False,slow,afternoon,True
938,6,10,3,6,4,8,4,8,4,medium,24,8,False,True,normal,afternoon,False
939,2,1,3,8,3,7,1,1,5,low,6,6,True,False,normal,any,False
940,2,9,4,1,0,10,9,4,6,low,14,10,False,False,slow,afternoon,False
941,9,1,4,6,9,4,3,8,1,low,6,8,True,False,normal,afternoon,False
942,1,0,8,6,6,6,6,1,2,medium,28,6,False,False,fast,afternoon,True
943,5,0,10,10,0,5,3,8,5,low,13,7,False,True,normal,afternoon,False
944,1,5,4,6,0,6,6,2,7,high,87,5,True,True,normal,afternoon,False
945,6,2,8,3,9,0,10,4,3,low,15,6,False,True,normal,sunset,True
946,4,2,9,7,2,6,8,6,2,low,7,7,False,False,slow,any,False
947,3,6,8,0,0,5,6,4,3,medium,27,3,False,True,slow,morning,True
948,6,4,2,7,0,0,3,4,0,medium,23,3,False,False,slow,any,False
949,1,6,4,3,5,3,5,1,7,medium,22,8,False,True,normal,morning,False
950,10,1,5,3,6,6,3,5,1,medium,26,3,False,True,slow,evening,False
951,7,6,9,0,3,4,5,4,2,free,0,8,False,True,slow,night,False
952,3,0,10,7,3,0,1,6,8,medium,17,7,True,False,fast,morning,False
953,3,4,9,10,0,8,1,3,0,high,72,2,False,True,slow,sunset,False
954,2,4,0,6,0,3,9,2,0,low,8,8,False,False,normal,night,False
955,0,7,8,5,0,3,6,8,0,medium,23,7,False,False,normal,any,False
956,3,6,6,8,6,6,8,7,6,medium,32,8,False,False,normal,afternoon,False
957,10,3,5,0,3,3,7,10,6,high,65,3,False,False,slow,any,False
958,0,5,8,1,1,5,2,2,8,free,0,10,False,False,slow,afternoon,False
959,3,4,1,5,7,4,5,6,1,free,0,9,False,False,slow,night,False
960,4,4,4,9,7,1,1,7,6,low,5,10,False,True,slow,morning,False
961,1,2,4,2,7,7,2,2,10,medium,31,6,False,False,fast,evening,True
962,4,3,3,10,3,1,4,6,5,low,14,9,False,False,slow,any,False
963,3,4,1,6,4,4,3,10,8,medium,19,5,False,True,slow,any,False
964,10,5,1,5,5,6,1,2,7,medium,15,8,False,False,slow,morning,False
965,7,1,2,4,1,6,5,9,9,low,7,10,False,False,fast,morning,False
966,5,1,9,10,6,6,1,6,1,medium,33,3,False,True,fast,evening,False
967,2,10,1,4,1,10,4,8,6,medium,25,7,False,False,fast,sunset,False
968,5,3,2,2,0,5,3,4,9,high,76,0,False,False,slow,any,False
969,2,5,4,7,5,4,6,4,0,high,49,3,False,True,fast,sunset,False
970,6,0,0,6,9,1,3,2,0,low,12,6,False,False,fast,evening,False
971,3,5,6,4,0,1,10,3,6,low,5,10,False,False,normal,afternoon,True
972,9,1,3,3,4,4,0,5,4,medium,32,3,False,False,slow,any,False
973,4,4,6,6,2,3,1,1,9,medium,28,6,True,False,slow,afternoon,False
974,2,2,6,1,1,3,5,9,9,high,70,4,False,False,normal,morning,False
975,1,2,7,0,10,2,0,1,7,high,40,1,False,False,fast,afternoon,True
976,5,6,7,6,2,6,2,0,1,free,0,9,True,True,normal,afternoon,True
977,2,2,6,4,10,3,4,4,5,medium,30,8,False,True,normal,afternoon,False
978,5,0,8,2,6,4,8,2,2,low,6,10,False,False,normal,sunset,True
979,6,0,1,8,4,1,6,5,0,medium,34,3,True,False,slow,afternoon,False
980,5,4,10,9,0,4,1,6,3,medium,17,8,False,False,slow,morning,False
981,1,3,1,7,9,8,4,0,4,medium,29,6,False,False,normal,morning,False
982,0,5,3,1,0,3,5,8,1,medium,21,7,False,False,slow,night,False
983,4,4,8,5,3,1,0,5,3,medium,33,3,False,True,normal,any,True
984,4,6,4,8,2,9,9,3,0,medium,35,6,False,False,fast,sunset,False
985,2,6,2,4,6,10,4,5,5,low,12,10,False,False,normal,any,True
986,0,2,8,5,4,3,6,4,3,medium,21,6,False,False,fast,night,False
987,0,7,8,9,3,5,6,5,6,free,0,8,True,True,slow,morning,False
988,5,1,9,5,4,2,1,8,10,high,40,1,True,False,fast,morning,True
989,0,9,6,8,1,7,0,6,1,medium,20,8,False,False,normal,any,True
990,0,4,6,8,0,4,3,3,7,low,14,9,True,False,fast,any,True
991,1,8,0,6,5,5,3,3,3,medium,19,3,True,False,normal,any,False
992,1,0,7,4,5,0,3,1,5,low,13,9,False,True,normal,evening,True
993,2,1,4,7,5,1,10,5,9,medium,18,4,False,True,fast,any,False
994,6,0,9,1,1,4,9,10,1,free,0,10,False,False,normal,morning,False
995,9,1,6,10,6,7,6,0,1,high,50,1,False,False,normal,any,False
996,6,0,9,7,5,6,1,0,1,high,41,3,True,False,normal,afternoon,False
997,10,5,5,0,3,3,6,4,0,medium,19,4,False,False,slow,any,False
998,8,5,5,6,2,0,1,0,0,free,0,9,False,False,slow,morning,False
999,3,9,2,2,3,8,1,2,3,medium,19,5,False,True,fast,any,True
1000,7,10,4,1,0,3,3,2,7,medium,28,7,True,True,fast,evening,False
